Michelle 's mentors anticipate it to be bad that the Impressionists were hugging . <eos>	[4.98782205581665, 6.218060493469238, 6.372443199157715, 4.682161808013916, 5.3047871589660645, 4.544198036193848, 5.528805732727051, 5.520490646362305, 3.1331875324249268, 5.776642322540283, 6.719252586364746, 4.5453081130981445, 6.197065353393555, 3.4252121448516846, 2.7688309955919976e-07]	[11.013404846191406, 3.6144962310791016, 11.044225692749023, 11.87388801574707, 5.927472114562988, 4.001958847045898, 3.2780017852783203, 6.468764305114746, 5.80263614654541, 2.729898452758789, 13.024904251098633, 3.9832534790039062, 10.875652313232422, 2.462278366088867, -0.0]	Michelle 's mentors do tempt it to be bad that the Impressionists were hugging . <eos>	[4.987189292907715, 6.21456241607666, 6.366743564605713, 4.6818366050720215, 1.8608096837997437, 5.294342041015625, 4.13267707824707, 5.917494297027588, 4.851752281188965, 3.9805819988250732, 5.6945414543151855, 6.771466255187988, 4.597405433654785, 6.341358661651611, 3.3882040977478027, 2.77004488680177e-07]	[11.005048751831055, 3.6208181381225586, 11.033297538757324, 5.731855392456055, 6.136212348937988, 7.304414749145508, 2.1546192169189453, 3.4123268127441406, 8.038888931274414, 6.10434627532959, 2.987320899963379, 12.482295036315918, 4.369263648986816, 10.876249313354492, 2.5766677856445312, -0.0]
Winston Churchill found it to be not so obvious that Jill is n't wearing that hat . <eos>	[4.986148834228516, 1.9258562326431274, 4.768038749694824, 3.9595303535461426, 3.8615283966064453, 0.8113792538642883, 4.190473556518555, 5.06305456161499, 5.251660346984863, 2.825742483139038, 4.306978225708008, 4.784745216369629, 5.240466117858887, 5.498381614685059, 3.7933294773101807, 5.3106255531311035, 2.982722282409668, 2.8358326176203263e-07]	[10.902604103088379, 0.27022361755371094, 7.944370269775391, 2.710996627807617, 2.1186294555664062, 0.106353759765625, 5.920958518981934, 5.505606651306152, 5.346742630004883, 1.3334522247314453, 13.506678581237793, 3.2004575729370117, 5.104205131530762, 6.419574737548828, 6.052270889282227, 3.516049385070801, 1.3349075317382812, -0.0]	Winston Churchill commissioned it to be not so obvious that Jill is n't wearing that hat . <eos>	[4.989363193511963, 1.9386162757873535, 4.768633842468262, 4.173667907714844, 2.3041999340057373, 5.779611587524414, 5.353147506713867, 5.7590837478637695, 5.860335350036621, 2.9281978607177734, 3.933631420135498, 5.1865949630737305, 5.272748947143555, 5.580205917358398, 3.611473798751831, 5.052023887634277, 2.8997864723205566, 2.848738915872673e-07]	[10.905181884765625, 0.2727470397949219, 7.751462936401367, 4.842912673950195, 0.8853549957275391, 2.9284744262695312, 8.458032608032227, 5.813385963439941, 6.6857500076293945, 2.0097055435180664, 14.59711742401123, 3.2371530532836914, 5.375672340393066, 6.249534606933594, 6.053053855895996, 3.9553775787353516, 1.141927719116211, -0.0]
Jane believed it to be not so amusing that Heidi would n't blink . <eos>	[4.989138126373291, 5.876347064971924, 2.511892080307007, 2.5722920894622803, 0.8944804668426514, 3.964694023132324, 4.728121757507324, 5.073163986206055, 2.6807308197021484, 3.6554508209228516, 4.2961745262146, 4.342174530029297, 4.743634223937988, 4.053287506103516, 2.904934888192656e-07]	[9.654826164245605, 8.412504196166992, 4.148074150085449, 2.8349971771240234, 0.1379852294921875, 6.924835205078125, 5.767860412597656, 7.537836074829102, 2.423858642578125, 12.307539939880371, 2.7893638610839844, 3.100034713745117, 10.717360496520996, 2.852548599243164, -0.0]	Jane had n't enticed it to be not so amusing that Heidi would n't blink . <eos>	[4.9867658615112305, 5.8743133544921875, 5.244685649871826, 5.220105171203613, 4.282537460327148, 3.0154454708099365, 4.776108741760254, 5.434878349304199, 5.693896293640137, 5.139117240905762, 2.5465314388275146, 3.064002513885498, 4.042996883392334, 4.179668426513672, 4.721464157104492, 3.966217517852783, 2.877095539588481e-07]	[9.649641036987305, 4.9168853759765625, 6.585864067077637, 11.990777015686035, 4.563209533691406, 1.042947769165039, 4.352031707763672, 7.936087608337402, 4.607171058654785, 8.70091438293457, 3.757534980773926, 13.523786544799805, 2.939210891723633, 2.9469728469848633, 10.894893646240234, 2.388387680053711, -0.0]
Jacqueline ascertains it to be nice that Adam was disturbing Guy . <eos>	[4.986954212188721, 4.691514015197754, 5.3305888175964355, 4.036516189575195, 4.328405380249023, 3.5139927864074707, 2.816668748855591, 3.996771812438965, 4.638591766357422, 5.550807476043701, 3.7098052501678467, 2.605471611022949, 2.751129954958742e-07]	[11.887009620666504, 2.396273612976074, 10.758552551269531, 3.263153076171875, 1.9375152587890625, 10.556924819946289, 5.061166763305664, 8.882331848144531, 2.008617401123047, 12.437065124511719, 11.19985580444336, 2.3060779571533203, -0.0]	Jacqueline would spur it to be nice that Adam was disturbing Guy . <eos>	[4.993168354034424, 4.683995246887207, 4.489736557006836, 3.960784673690796, 2.875715732574463, 5.028376579284668, 5.358253479003906, 1.915961503982544, 3.3106796741485596, 3.8750178813934326, 5.523297309875488, 3.6387386322021484, 2.328272819519043, 2.777545660137548e-07]	[11.87880802154541, 7.020259857177734, 12.08817195892334, 6.1862335205078125, 0.8139553070068359, 3.9876747131347656, 11.197755813598633, 5.779680252075195, 9.280803680419922, 2.1944074630737305, 12.891416549682617, 11.368002891540527, 2.250868797302246, -0.0]
Tanya is needing it to be expected that Sharon could n't forget about who talks to Kenneth . <eos>	[4.9953413009643555, 5.530691146850586, 5.968700408935547, 3.8834540843963623, 3.378560781478882, 5.675447463989258, 5.950213432312012, 1.6953448057174683, 3.9736995697021484, 3.2255289554595947, 4.79586124420166, 5.126032829284668, 3.4131219387054443, 3.043053150177002, 4.463227272033691, 2.7179222106933594, 3.67622709274292, 2.8180370330810547, 2.7679215008902247e-07]	[12.265708923339844, 2.4147653579711914, 11.933975219726562, 6.605217933654785, 0.9926605224609375, 2.6130895614624023, 7.437267303466797, 3.7692527770996094, 7.4507012367248535, 4.487194061279297, 3.671480178833008, 7.279953956604004, 3.2047157287597656, 6.547708511352539, 9.942347526550293, 1.7538719177246094, 10.408613204956055, 0.8043670654296875, -0.0]	Tanya had ordered it to be expected that Sharon could n't forget about who talks to Kenneth . <eos>	[4.989223003387451, 5.528341293334961, 4.969059467315674, 4.102137565612793, 2.9303226470947266, 4.423962116241455, 6.280596733093262, 2.204272508621216, 4.339054107666016, 2.5458998680114746, 4.676652431488037, 5.074515342712402, 3.291936159133911, 3.033453941345215, 4.211650848388672, 2.7742888927459717, 3.999681234359741, 3.225738048553467, 2.724571288581501e-07]	[12.269436836242676, 5.418540954589844, 7.782833099365234, 4.6664581298828125, 0.5473356246948242, 1.0898752212524414, 8.600077629089355, 2.3950366973876953, 8.20598030090332, 3.144268035888672, 4.190337181091309, 7.758305549621582, 2.775848388671875, 6.618478775024414, 10.30416202545166, 1.8256092071533203, 9.811898231506348, 0.9675111770629883, -0.0]
Girls had n't needed it to be not so surprising that many actresses observe Gary . <eos>	[4.987988471984863, 4.773850440979004, 4.5887603759765625, 4.738386154174805, 4.277273178100586, 3.1285455226898193, 5.762759208679199, 6.350306510925293, 6.059049606323242, 5.492686748504639, 2.9423766136169434, 3.4758658409118652, 4.817076683044434, 4.339047431945801, 4.035754203796387, 4.323214530944824, 2.631496727190097e-07]	[10.637838363647461, 4.456484794616699, 7.686456680297852, 7.589211463928223, 4.880216598510742, 1.9155101776123047, 2.7502050399780273, 7.628532886505127, 4.9437713623046875, 7.617972373962402, 2.3685169219970703, 5.079437255859375, 6.08203125, 13.07583236694336, 11.427650451660156, 5.280592918395996, -0.0]	Girls prod it to be not so surprising that many actresses observe Gary . <eos>	[4.987372875213623, 4.774068832397461, 5.524473667144775, 4.468977451324463, 5.60029411315918, 5.407032012939453, 5.649301528930664, 5.738422393798828, 2.941448211669922, 4.284003257751465, 5.36541748046875, 4.7946882247924805, 3.9157490730285645, 4.261541366577148, 2.6543597186901025e-07]	[10.632383346557617, 4.675207138061523, 7.314951419830322, 2.186772346496582, 3.046881675720215, 6.541408538818359, 4.774574279785156, 6.143031120300293, 1.5763530731201172, 5.118059158325195, 6.640074253082275, 10.975915908813477, 11.807518005371094, 5.437708854675293, -0.0]
Some committee had discovered it to be strange that Denise should entreat Peter to win . <eos>	[4.98724889755249, 6.333364486694336, 2.292253017425537, 5.916995525360107, 3.971330404281616, 4.102850914001465, 2.6616437435150146, 5.000958442687988, 2.8851704597473145, 4.633785247802734, 5.155581474304199, 3.516883373260498, 4.429864406585693, 4.638299942016602, 5.7694783210754395, 3.163224697113037, 2.852671627806558e-07]	[5.217718124389648, 11.097482681274414, 7.021750450134277, 7.513007164001465, 4.038396835327148, 2.864452362060547, 0.43679046630859375, 9.694670677185059, 3.5386219024658203, 12.852252006530762, 7.0373430252075195, 5.673079490661621, 8.360261917114258, 2.670313835144043, 6.973891258239746, 2.930680274963379, -0.0]	Some committee could n't entreat it to be strange that Denise should entreat Peter to win . <eos>	[4.99228572845459, 6.336375713348389, 2.28804874420166, 5.221491813659668, 5.802416801452637, 4.694159507751465, 3.668917417526245, 5.9301910400390625, 6.101614952087402, 2.8258700370788574, 4.509594917297363, 5.267008304595947, 3.584299087524414, 4.678932189941406, 4.924073696136475, 5.7686991691589355, 3.332261085510254, 2.861579559976235e-07]	[5.214576721191406, 11.092428207397461, 8.689154624938965, 6.035468101501465, 5.5942182540893555, 4.262060165405273, 2.779973030090332, 4.026022911071777, 11.978017807006836, 5.294456481933594, 13.511255264282227, 5.632094383239746, 5.700558662414551, 8.800271987915039, 3.286966323852539, 6.609285354614258, 2.480936050415039, -0.0]
The teenagers ' hairdressers discover it to be not so clear that an eye flung open . <eos>	[4.991194248199463, 7.803880214691162, 5.333204746246338, 7.583579063415527, 4.599087715148926, 2.7860419750213623, 2.753702163696289, 3.2542014122009277, 4.61789608001709, 5.234112739562988, 5.1385698318481445, 2.8376822471618652, 3.4634206295013428, 6.243175506591797, 4.439933776855469, 4.307226657867432, 3.9848885536193848, 2.828887772921007e-07]	[1.7154550552368164, 12.208616256713867, 3.561460494995117, 13.458866119384766, 6.383740425109863, 4.242823600769043, 5.182762145996094, 0.6437606811523438, 6.963861465454102, 4.840188980102539, 6.407937049865723, 2.1772985458374023, 6.267210960388184, 6.773565292358398, 15.178251266479492, 6.313531875610352, 3.133241653442383, -0.0]	The teenagers ' hairdressers have n't implored it to be not so clear that an eye flung open . <eos>	[4.988035202026367, 7.8043622970581055, 5.33151912689209, 7.582309722900391, 4.599004745483398, 5.61097526550293, 4.763055324554443, 4.824105739593506, 3.7742443084716797, 5.728702068328857, 5.802258491516113, 5.882405757904053, 5.38633394241333, 2.9673056602478027, 2.9041647911071777, 6.3729400634765625, 4.286639213562012, 4.413891792297363, 4.200932025909424, 2.8449358069337904e-07]	[1.7160253524780273, 12.206453323364258, 3.561124801635742, 13.458765029907227, 2.333310127258301, 7.6962385177612305, 5.444828033447266, 5.461009979248047, 2.934619903564453, 4.055285453796387, 7.888034820556641, 4.798906326293945, 7.038433074951172, 2.6613826751708984, 6.523019790649414, 6.668806076049805, 15.669626235961914, 6.553886413574219, 3.147700309753418, -0.0]
A lot of teenagers ' ex-wives anticipate it to be not so important that Jeffrey drinks . <eos>	[4.987035274505615, 7.24364709854126, 0.3983995318412781, 6.257607460021973, 4.815411567687988, 6.989373207092285, 5.693302631378174, 4.625118732452393, 3.4876656532287598, 4.890290260314941, 5.383134841918945, 5.453545570373535, 5.221344947814941, 3.154212474822998, 4.222609519958496, 5.401000022888184, 5.219417572021484, 2.81349258557384e-07]	[3.9340810775756836, 6.365444183349609, 0.044391632080078125, 8.449447631835938, 5.714962959289551, 3.3583240509033203, 12.98426342010498, 4.640750885009766, 4.967348098754883, 1.703202247619629, 6.648597717285156, 5.090597152709961, 4.704816818237305, 2.783792495727539, 10.560619354248047, 10.962092399597168, 4.341325759887695, -0.0]	A lot of teenagers ' ex-wives did push it to be not so important that Jeffrey drinks . <eos>	[4.987744331359863, 7.2443976402282715, 0.39886152744293213, 6.255698204040527, 4.814777374267578, 6.988955497741699, 5.692331314086914, 2.299673557281494, 4.167169094085693, 3.9033396244049072, 5.042953968048096, 5.8496551513671875, 5.925561904907227, 5.472774505615234, 3.0868728160858154, 4.35944938659668, 5.215414047241211, 5.155186176300049, 2.784084358609107e-07]	[3.9338064193725586, 6.359033107757568, 0.044452667236328125, 8.453903198242188, 5.715124130249023, 3.359025001525879, 6.343863487243652, 9.478707313537598, 4.256572723388672, 1.9930686950683594, 4.281693458557129, 6.924470901489258, 4.813735008239746, 4.5401105880737305, 2.782099723815918, 11.52049732208252, 12.733260154724121, 4.187021255493164, -0.0]
Some nephews of Tammy predict it to be okay that all ladies were n't imploring Charles to scare Steve . <eos>	[4.987675666809082, 6.3329758644104, 4.641056060791016, 2.780494213104248, 4.86759614944458, 3.2997493743896484, 3.760464668273926, 2.3131630420684814, 3.8592047691345215, 2.564058542251587, 4.609003067016602, 5.171663284301758, 4.931134223937988, 6.360551357269287, 6.2146735191345215, 3.937549591064453, 4.773842811584473, 5.704137802124023, 2.994943141937256, 3.34108829498291, 2.691121494535764e-07]	[5.216490745544434, 13.1528902053833, 3.0331783294677734, 13.713340759277344, 14.339097023010254, 4.951295852661133, 2.017878532409668, 0.3952198028564453, 7.860206127166748, 5.961494445800781, 5.653487205505371, 8.896341323852539, 3.706014633178711, 4.317534446716309, 3.531461715698242, 12.582453727722168, 5.597100257873535, 8.03213882446289, 8.514774322509766, 2.5044736862182617, -0.0]	Some nephews of Tammy had n't compelled it to be okay that all ladies were n't imploring Charles to scare Steve . <eos>	[4.988723278045654, 6.33351993560791, 4.640959739685059, 2.7787652015686035, 4.868359565734863, 5.59879207611084, 4.92447566986084, 3.6434876918792725, 0.5550101399421692, 5.495423316955566, 6.128443241119385, 2.6660873889923096, 3.932079315185547, 4.797496795654297, 4.305612564086914, 6.293538570404053, 6.204030513763428, 3.95527720451355, 4.92878532409668, 5.669229507446289, 2.9850211143493652, 3.5625076293945312, 2.6800395858117554e-07]	[5.217622756958008, 13.14703369140625, 3.031989097595215, 13.713035583496094, 3.1742019653320312, 7.733633995056152, 11.705100059509277, 5.246767997741699, 0.08285140991210938, 2.317689895629883, 11.008285522460938, 5.558633804321289, 5.685080528259277, 8.761423110961914, 1.6683368682861328, 5.430951118469238, 3.6421422958374023, 12.030118942260742, 5.794502258300781, 8.45553207397461, 9.481216430664062, 2.3387527465820312, -0.0]
